zona,data,faixa_horaria,tipo_ocorrencia,clima,evento_especial,denuncias_app_ultimas_24h,anomalias_cameras_ultimas_24h,risco_ocorrencia,volume_estimado
Asa Sul,2025-07-21,12-18h,Furto,Chuva,Não,20,1,67,6
Gama,2025-07-03,18-23h,Roubo,Chuva,Sim,22,7,87,6
Brazlândia,2025-07-17,12-18h,Furto,Nublado,Sim,25,10,80,9
Águas Claras,2025-06-27,18-23h,Roubo,Céu limpo,Não,25,12,47,1
Samambaia,2025-06-24,06-12h,Vandalismo,Céu limpo,Sim,0,5,79,1
Recanto das Emas,2025-06-27,00-06h,Vandalismo,Chuva,Sim,17,5,85,2
Varjão,2025-07-11,12-18h,Todos,Nublado,Sim,17,5,79,9
Taguatinga,2025-06-28,06-12h,Vandalismo,Nublado,Sim,15,0,73,4
São Sebastião,2025-07-18,06-12h,Vandalismo,Céu limpo,Não,18,10,76,3
Planaltina,2025-07-15,00-06h,Todos,Nublado,Sim,27,6,6,10
Guará,2025-07-17,12-18h,Todos,Céu limpo,Não,19,12,17,1
Lago Sul,2025-07-08,12-18h,Todos,Céu limpo,Sim,16,11,5,9
Samambaia,2025-07-03,18-23h,Vandalismo,Nublado,Sim,14,11,61,7
Gama,2025-07-01,18-23h,Furto,Chuva,Não,1,6,12,7
São Sebastião,2025-07-21,06-12h,Todos,Chuva,Sim,19,12,28,5
Sobradinho II,2025-07-12,18-23h,Todos,Céu limpo,Sim,10,13,51,1
Riacho Fundo II,2025-07-08,18-23h,Todos,Chuva,Não,25,11,36,3
Recanto das Emas,2025-07-13,12-18h,Furto,Céu limpo,Não,8,11,26,7
Brazlândia,2025-07-06,18-23h,Todos,Nublado,Não,27,13,27,0
SCIA/Estrutural,2025-06-27,18-23h,Roubo,Céu limpo,Sim,18,5,1,1
Núcleo Bandeirante,2025-06-28,00-06h,Furto,Chuva,Não,6,6,98,3
Águas Claras,2025-07-18,06-12h,Vandalismo,Nublado,Não,6,7,34,1
Recanto das Emas,2025-06-28,00-06h,Roubo,Céu limpo,Não,0,0,28,2
Planaltina,2025-07-21,00-06h,Vandalismo,Chuva,Sim,10,12,36,7
Samambaia,2025-07-15,18-23h,Vandalismo,Chuva,Sim,17,1,40,0
Águas Claras,2025-07-05,06-12h,Vandalismo,Nublado,Sim,14,6,20,4
Itapoã,2025-07-14,06-12h,Vandalismo,Céu limpo,Sim,22,13,27,9
Riacho Fundo,2025-07-11,12-18h,Vandalismo,Céu limpo,Sim,21,15,37,9
Jardim Botânico,2025-06-30,18-23h,Vandalismo,Chuva,Não,24,14,68,0
Sobradinho,2025-07-06,12-18h,Furto,Chuva,Sim,5,0,85,2
Santa Maria,2025-07-06,12-18h,Roubo,Céu limpo,Não,26,0,28,6
Ceilândia,2025-07-01,00-06h,Todos,Nublado,Não,10,14,27,9
Park Way,2025-07-14,18-23h,Vandalismo,Chuva,Não,8,1,26,10
Sobradinho II,2025-06-25,00-06h,Todos,Nublado,Sim,13,15,64,8
Sobradinho,2025-07-06,00-06h,Roubo,Nublado,Sim,27,4,1,4
Recanto das Emas,2025-07-10,12-18h,Furto,Nublado,Não,9,10,39,9
SCIA/Estrutural,2025-06-30,00-06h,Todos,Chuva,Não,27,1,68,3
Plano Piloto,2025-06-26,00-06h,Todos,Chuva,Não,3,13,5,1
Plano Piloto,2025-06-30,00-06h,Roubo,Chuva,Não,6,4,35,3
Santa Maria,2025-06-24,00-06h,Vandalismo,Nublado,Não,3,14,80,0
Park Way,2025-07-19,06-12h,Furto,Chuva,Sim,16,13,21,3
Sobradinho,2025-07-02,18-23h,Todos,Chuva,Não,30,9,11,4
Asa Sul,2025-07-07,06-12h,Todos,Nublado,Não,26,0,5,4
São Sebastião,2025-06-27,00-06h,Furto,Nublado,Sim,14,5,30,9
Varjão,2025-06-21,06-12h,Roubo,Chuva,Sim,0,12,83,4
Gama,2025-07-12,18-23h,Vandalismo,Nublado,Sim,22,6,32,10
Águas Claras,2025-07-18,00-06h,Roubo,Chuva,Não,25,3,62,3
Águas Claras,2025-07-11,12-18h,Furto,Chuva,Sim,27,9,37,9
Gama,2025-07-04,18-23h,Furto,Chuva,Sim,29,3,94,3
Park Way,2025-07-04,18-23h,Todos,Nublado,Não,19,10,57,6
Plano Piloto,2025-07-09,06-12h,Roubo,Céu limpo,Sim,1,0,5,3
Gama,2025-06-28,18-23h,Furto,Chuva,Sim,21,0,71,2
SIA,2025-07-11,00-06h,Roubo,Nublado,Sim,24,14,64,9
SIA,2025-07-04,18-23h,Furto,Chuva,Não,26,13,64,6
São Sebastião,2025-06-26,12-18h,Todos,Céu limpo,Não,29,2,83,4
Varjão,2025-07-14,12-18h,Vandalismo,Nublado,Não,23,1,85,6
Riacho Fundo,2025-07-12,12-18h,Roubo,Chuva,Sim,7,2,15,4
Arniqueira,2025-07-13,18-23h,Roubo,Chuva,Não,21,2,4,4
Park Way,2025-07-16,06-12h,Todos,Nublado,Sim,23,13,16,4
Águas Claras,2025-07-07,18-23h,Vandalismo,Nublado,Não,27,12,100,2
Sudoeste/Octogonal,2025-07-05,12-18h,Furto,Chuva,Não,10,8,59,8
Guará,2025-07-03,06-12h,Vandalismo,Céu limpo,Não,7,3,17,3
Asa Norte,2025-07-20,06-12h,Roubo,Céu limpo,Não,16,15,5,7
Lago Sul,2025-06-30,00-06h,Roubo,Céu limpo,Sim,8,11,13,0
Asa Sul,2025-07-04,00-06h,Furto,Céu limpo,Sim,10,11,29,10
Gama,2025-07-11,06-12h,Furto,Céu limpo,Sim,25,1,31,5
Plano Piloto,2025-07-12,12-18h,Todos,Nublado,Não,30,11,9,2
Planaltina,2025-07-01,00-06h,Todos,Nublado,Não,25,11,84,8
Park Way,2025-06-26,00-06h,Todos,Chuva,Sim,14,0,98,6
Recanto das Emas,2025-07-02,00-06h,Vandalismo,Nublado,Não,23,9,99,6
Varjão,2025-07-14,18-23h,Vandalismo,Chuva,Sim,17,3,76,8
Taguatinga,2025-07-13,00-06h,Furto,Nublado,Sim,24,5,17,4
Gama,2025-07-16,12-18h,Todos,Nublado,Não,6,7,18,1
Riacho Fundo,2025-06-27,00-06h,Todos,Nublado,Sim,7,5,87,8
Itapoã,2025-07-09,06-12h,Roubo,Nublado,Sim,9,2,70,3
Taguatinga,2025-07-01,12-18h,Todos,Nublado,Não,15,14,19,4
Plano Piloto,2025-06-26,06-12h,Roubo,Chuva,Sim,18,6,95,10
Lago Norte,2025-07-16,18-23h,Roubo,Chuva,Sim,16,2,57,5
Águas Claras,2025-07-05,06-12h,Furto,Nublado,Sim,13,1,31,9
Vicente Pires,2025-07-15,06-12h,Todos,Chuva,Sim,30,10,74,3
Asa Sul,2025-07-15,12-18h,Vandalismo,Nublado,Não,17,0,14,2
Taguatinga,2025-06-22,06-12h,Todos,Céu limpo,Sim,16,15,3,10
Fercal,2025-07-18,18-23h,Todos,Céu limpo,Sim,9,5,59,10
Fercal,2025-07-18,12-18h,Vandalismo,Chuva,Sim,25,14,2,2
Fercal,2025-06-29,06-12h,Furto,Céu limpo,Não,0,9,8,9
Sudoeste/Octogonal,2025-07-16,00-06h,Roubo,Céu limpo,Sim,22,4,87,8
Vicente Pires,2025-07-08,00-06h,Roubo,Nublado,Não,26,8,96,8
Sobradinho,2025-06-24,12-18h,Furto,Chuva,Não,12,14,94,10
Riacho Fundo II,2025-07-14,06-12h,Furto,Chuva,Não,20,13,24,3
Ceilândia,2025-07-06,00-06h,Furto,Chuva,Sim,24,13,20,5
Arniqueira,2025-06-30,06-12h,Todos,Chuva,Sim,8,3,88,5
Jardim Botânico,2025-07-15,18-23h,Furto,Chuva,Não,29,6,47,2
Asa Sul,2025-07-11,00-06h,Todos,Nublado,Não,12,11,4,4
Samambaia,2025-07-01,06-12h,Vandalismo,Céu limpo,Não,7,12,90,5
Lago Norte,2025-07-13,00-06h,Roubo,Nublado,Sim,26,9,6,5
SIA,2025-07-13,06-12h,Roubo,Nublado,Não,1,9,7,9
Sol Nascente/Pôr do Sol,2025-07-17,00-06h,Furto,Chuva,Não,19,0,33,6
Jardim Botânico,2025-07-10,06-12h,Roubo,Nublado,Sim,26,9,52,8
Sol Nascente/Pôr do Sol,2025-06-27,00-06h,Furto,Nublado,Não,11,8,40,0
Sol Nascente/Pôr do Sol,2025-06-28,06-12h,Furto,Nublado,Sim,6,4,96,6
Núcleo Bandeirante,2025-07-21,06-12h,Todos,Céu limpo,Não,17,6,85,5
Candangolândia,2025-07-17,06-12h,Roubo,Nublado,Sim,8,4,32,10
Fercal,2025-07-18,06-12h,Vandalismo,Nublado,Sim,28,7,91,10
Ceilândia,2025-07-15,00-06h,Roubo,Céu limpo,Não,0,1,60,1
Sobradinho,2025-07-11,18-23h,Furto,Nublado,Não,9,13,94,10
São Sebastião,2025-07-15,06-12h,Furto,Chuva,Não,1,13,94,8
Guará,2025-06-24,06-12h,Furto,Chuva,Não,9,10,87,4
Taguatinga,2025-06-24,18-23h,Roubo,Céu limpo,Sim,29,12,74,9
São Sebastião,2025-07-17,00-06h,Todos,Nublado,Sim,2,8,34,6
Sol Nascente/Pôr do Sol,2025-06-27,12-18h,Furto,Nublado,Sim,20,9,65,7
Gama,2025-06-29,00-06h,Roubo,Nublado,Não,21,3,80,5
SCIA/Estrutural,2025-06-30,18-23h,Furto,Céu limpo,Não,17,5,68,0
Park Way,2025-06-26,18-23h,Todos,Chuva,Sim,4,6,58,1
Fercal,2025-06-26,12-18h,Furto,Nublado,Não,5,13,23,6
Arniqueira,2025-07-16,06-12h,Roubo,Chuva,Não,21,1,30,5
Cruzeiro,2025-07-04,00-06h,Furto,Nublado,Sim,8,12,36,4
Cruzeiro,2025-06-30,18-23h,Furto,Nublado,Não,3,7,86,2
Arniqueira,2025-06-30,00-06h,Furto,Nublado,Não,27,6,88,5
Varjão,2025-07-03,00-06h,Vandalismo,Chuva,Não,11,12,14,2
Riacho Fundo,2025-06-25,18-23h,Furto,Nublado,Não,0,1,26,6
Jardim Botânico,2025-07-10,18-23h,Roubo,Chuva,Não,20,7,95,4
Samambaia,2025-07-07,00-06h,Todos,Chuva,Sim,24,10,93,8
Sol Nascente/Pôr do Sol,2025-06-29,18-23h,Vandalismo,Céu limpo,Não,21,7,81,8
Itapoã,2025-06-30,00-06h,Todos,Chuva,Não,22,8,94,2
Sudoeste/Octogonal,2025-07-06,12-18h,Vandalismo,Nublado,Sim,6,5,97,1
Núcleo Bandeirante,2025-06-26,12-18h,Roubo,Nublado,Não,11,9,51,5
Plano Piloto,2025-07-18,06-12h,Roubo,Nublado,Não,8,5,52,0
Guará,2025-07-15,18-23h,Vandalismo,Céu limpo,Sim,6,6,47,2
Riacho Fundo,2025-06-22,06-12h,Vandalismo,Céu limpo,Sim,29,15,4,8
Candangolândia,2025-07-05,00-06h,Furto,Céu limpo,Sim,13,8,21,0
Fercal,2025-07-04,00-06h,Vandalismo,Céu limpo,Sim,1,0,23,7
Riacho Fundo,2025-07-13,12-18h,Todos,Chuva,Sim,3,12,80,4
Sobradinho II,2025-06-28,00-06h,Roubo,Céu limpo,Não,22,4,34,8
Jardim Botânico,2025-07-14,00-06h,Furto,Céu limpo,Não,27,9,71,5
Taguatinga,2025-07-05,12-18h,Furto,Céu limpo,Não,30,8,36,8
Gama,2025-06-24,06-12h,Roubo,Nublado,Não,30,5,63,1
Samambaia,2025-07-17,06-12h,Furto,Nublado,Não,15,2,18,4
Vicente Pires,2025-07-16,18-23h,Vandalismo,Nublado,Sim,2,12,56,9
Asa Norte,2025-06-22,06-12h,Todos,Nublado,Sim,7,1,75,4
Gama,2025-07-07,00-06h,Furto,Nublado,Não,12,12,17,2
Recanto das Emas,2025-06-26,12-18h,Todos,Nublado,Não,10,14,92,8
Santa Maria,2025-06-25,12-18h,Vandalismo,Nublado,Não,21,6,70,1
Brazlândia,2025-07-02,00-06h,Vandalismo,Céu limpo,Não,19,6,42,4
Gama,2025-07-02,18-23h,Furto,Céu limpo,Sim,0,15,92,3
Lago Norte,2025-07-10,00-06h,Roubo,Nublado,Sim,24,6,99,2
Jardim Botânico,2025-07-12,12-18h,Todos,Céu limpo,Sim,27,2,84,8
Taguatinga,2025-07-18,18-23h,Furto,Chuva,Sim,27,0,20,6
Sobradinho,2025-07-08,12-18h,Furto,Céu limpo,Sim,21,5,85,8
Taguatinga,2025-06-25,18-23h,Vandalismo,Nublado,Não,0,12,77,10
Brazlândia,2025-07-02,12-18h,Roubo,Céu limpo,Não,9,15,89,3
Jardim Botânico,2025-07-17,12-18h,Todos,Chuva,Sim,30,7,64,10
Lago Sul,2025-07-02,06-12h,Todos,Nublado,Não,18,9,72,2
Ceilândia,2025-07-16,06-12h,Vandalismo,Nublado,Sim,14,7,34,2
Plano Piloto,2025-07-16,00-06h,Todos,Chuva,Não,26,3,80,0
Arniqueira,2025-07-02,00-06h,Roubo,Céu limpo,Sim,29,5,16,10
Park Way,2025-06-25,12-18h,Todos,Nublado,Sim,26,3,37,2
Plano Piloto,2025-07-09,06-12h,Roubo,Chuva,Não,19,8,38,1
Recanto das Emas,2025-07-09,06-12h,Roubo,Céu limpo,Sim,23,1,18,7
Riacho Fundo II,2025-06-30,18-23h,Vandalismo,Céu limpo,Sim,3,11,27,0
Sol Nascente/Pôr do Sol,2025-06-30,00-06h,Furto,Céu limpo,Não,19,10,69,9
Samambaia,2025-07-15,12-18h,Furto,Céu limpo,Sim,12,15,44,2
Sobradinho II,2025-07-05,12-18h,Todos,Chuva,Sim,8,1,1,8
Vicente Pires,2025-06-22,00-06h,Roubo,Nublado,Sim,20,9,99,0
Taguatinga,2025-06-30,18-23h,Roubo,Chuva,Sim,19,4,34,10
SCIA/Estrutural,2025-07-14,06-12h,Roubo,Nublado,Sim,1,7,37,8
Park Way,2025-06-27,18-23h,Furto,Chuva,Sim,6,15,81,5
Brazlândia,2025-07-06,12-18h,Vandalismo,Céu limpo,Não,13,14,2,7
Park Way,2025-06-22,00-06h,Roubo,Chuva,Não,26,11,47,8
Cruzeiro,2025-07-02,12-18h,Furto,Chuva,Não,19,6,94,8
Riacho Fundo II,2025-07-02,00-06h,Vandalismo,Céu limpo,Sim,9,6,88,6
Plano Piloto,2025-07-01,12-18h,Roubo,Nublado,Sim,22,2,64,2
Lago Norte,2025-07-20,06-12h,Vandalismo,Chuva,Não,24,6,27,9
Candangolândia,2025-07-05,12-18h,Roubo,Nublado,Não,26,10,35,5
Águas Claras,2025-06-26,06-12h,Vandalismo,Céu limpo,Não,11,15,79,5
Cruzeiro,2025-06-24,12-18h,Furto,Chuva,Sim,5,2,9,0
Samambaia,2025-07-18,18-23h,Roubo,Céu limpo,Não,14,7,37,4
Brazlândia,2025-06-25,12-18h,Furto,Chuva,Sim,0,1,92,2
Gama,2025-07-10,12-18h,Vandalismo,Nublado,Não,16,10,20,4
Riacho Fundo II,2025-07-10,06-12h,Roubo,Céu limpo,Não,24,13,97,10
Lago Sul,2025-06-24,06-12h,Vandalismo,Céu limpo,Sim,2,14,99,5
Ceilândia,2025-07-19,18-23h,Furto,Nublado,Sim,4,14,66,6
Ceilândia,2025-07-14,12-18h,Furto,Céu limpo,Sim,16,11,24,0
Park Way,2025-07-13,18-23h,Furto,Chuva,Sim,26,6,4,3
Cruzeiro,2025-07-05,12-18h,Furto,Céu limpo,Não,26,13,48,0
Arniqueira,2025-06-23,00-06h,Furto,Nublado,Não,1,12,51,9
Riacho Fundo,2025-07-05,12-18h,Furto,Céu limpo,Não,10,1,81,8
Sobradinho II,2025-07-13,06-12h,Furto,Céu limpo,Não,30,5,24,6
Park Way,2025-06-22,06-12h,Todos,Chuva,Não,1,0,52,5
Park Way,2025-06-30,00-06h,Furto,Chuva,Sim,13,11,88,2
Candangolândia,2025-07-13,12-18h,Roubo,Nublado,Sim,15,3,38,3
Núcleo Bandeirante,2025-07-05,18-23h,Todos,Céu limpo,Não,27,1,84,9
São Sebastião,2025-06-28,12-18h,Roubo,Chuva,Sim,4,14,45,8
Varjão,2025-07-13,12-18h,Furto,Chuva,Não,1,14,3,2
Planaltina,2025-07-10,12-18h,Furto,Céu limpo,Sim,22,12,90,6
Cruzeiro,2025-07-11,18-23h,Todos,Céu limpo,Sim,0,10,91,5
Samambaia,2025-06-27,06-12h,Todos,Chuva,Sim,24,8,20,10
Gama,2025-07-02,18-23h,Roubo,Chuva,Sim,8,4,54,7
Ceilândia,2025-06-28,12-18h,Todos,Nublado,Sim,21,7,82,9
Itapoã,2025-07-17,12-18h,Furto,Chuva,Sim,0,4,100,5
Sobradinho,2025-07-07,00-06h,Vandalismo,Nublado,Sim,22,0,76,7
Santa Maria,2025-07-01,00-06h,Furto,Nublado,Sim,23,1,64,8
Jardim Botânico,2025-07-16,00-06h,Roubo,Céu limpo,Não,26,8,90,7
Ceilândia,2025-07-07,00-06h,Furto,Chuva,Não,10,8,43,2
Asa Sul,2025-07-11,06-12h,Vandalismo,Céu limpo,Não,23,9,71,5
Sobradinho II,2025-07-15,12-18h,Vandalismo,Chuva,Não,4,0,48,8
Santa Maria,2025-07-16,06-12h,Todos,Chuva,Sim,11,0,9,3
Itapoã,2025-07-08,00-06h,Vandalismo,Chuva,Não,28,6,62,3
Planaltina,2025-07-18,18-23h,Vandalismo,Céu limpo,Sim,3,5,0,1
Itapoã,2025-06-24,00-06h,Furto,Chuva,Sim,26,3,88,7
Águas Claras,2025-06-22,00-06h,Roubo,Chuva,Não,26,15,55,9
Park Way,2025-06-26,12-18h,Roubo,Céu limpo,Não,28,4,59,3
Varjão,2025-07-06,00-06h,Furto,Nublado,Sim,11,8,52,6
SIA,2025-06-23,06-12h,Vandalismo,Chuva,Sim,11,2,74,5
Asa Sul,2025-07-10,12-18h,Vandalismo,Nublado,Não,30,4,13,4
Candangolândia,2025-06-27,00-06h,Todos,Chuva,Não,28,0,65,7
SCIA/Estrutural,2025-06-25,12-18h,Furto,Nublado,Sim,11,13,61,9
Lago Sul,2025-07-21,06-12h,Todos,Nublado,Sim,21,14,29,5
Ceilândia,2025-07-09,12-18h,Roubo,Nublado,Sim,18,7,23,1
Sol Nascente/Pôr do Sol,2025-07-13,00-06h,Todos,Nublado,Não,24,4,5,4
Guará,2025-07-18,12-18h,Vandalismo,Céu limpo,Sim,24,3,31,4
Recanto das Emas,2025-07-15,06-12h,Furto,Céu limpo,Não,6,5,55,1
Fercal,2025-07-20,18-23h,Roubo,Céu limpo,Sim,10,3,41,6
Cruzeiro,2025-07-18,12-18h,Vandalismo,Céu limpo,Não,9,12,62,1
Candangolândia,2025-06-22,06-12h,Vandalismo,Nublado,Não,23,2,14,4
Asa Sul,2025-07-17,12-18h,Roubo,Céu limpo,Sim,3,1,9,10
Lago Sul,2025-06-24,06-12h,Furto,Chuva,Não,30,3,10,0
Asa Norte,2025-07-21,12-18h,Todos,Chuva,Não,17,10,66,0
Sobradinho II,2025-07-13,18-23h,Roubo,Céu limpo,Sim,18,7,87,9
Sudoeste/Octogonal,2025-07-10,12-18h,Vandalismo,Chuva,Sim,2,12,69,5
Itapoã,2025-07-02,00-06h,Todos,Céu limpo,Não,15,8,66,5
Gama,2025-06-26,00-06h,Furto,Nublado,Sim,21,10,7,9
Itapoã,2025-06-25,06-12h,Vandalismo,Nublado,Não,27,3,94,5
Lago Norte,2025-07-13,18-23h,Todos,Céu limpo,Não,8,0,93,1
São Sebastião,2025-07-17,00-06h,Vandalismo,Nublado,Sim,2,9,3,6
Itapoã,2025-07-18,18-23h,Roubo,Nublado,Não,23,3,97,0
Águas Claras,2025-06-29,06-12h,Todos,Céu limpo,Sim,6,5,27,10
Plano Piloto,2025-07-06,00-06h,Roubo,Céu limpo,Não,28,13,23,7
Riacho Fundo II,2025-07-15,06-12h,Vandalismo,Nublado,Sim,16,12,62,10
Taguatinga,2025-06-21,12-18h,Vandalismo,Céu limpo,Sim,1,10,71,3
Park Way,2025-07-16,06-12h,Furto,Chuva,Sim,12,6,94,9
Park Way,2025-06-21,00-06h,Todos,Nublado,Não,24,1,12,10
Lago Norte,2025-07-15,12-18h,Vandalismo,Chuva,Não,23,15,94,3
Samambaia,2025-06-27,12-18h,Todos,Nublado,Não,8,2,3,3
Lago Sul,2025-07-12,00-06h,Todos,Nublado,Não,9,6,43,3
Águas Claras,2025-06-27,18-23h,Roubo,Céu limpo,Sim,29,11,38,4
Park Way,2025-07-14,06-12h,Furto,Céu limpo,Sim,25,5,56,0
Sol Nascente/Pôr do Sol,2025-07-05,12-18h,Vandalismo,Chuva,Sim,6,7,79,5
Ceilândia,2025-06-21,06-12h,Furto,Chuva,Sim,8,2,85,6
Riacho Fundo II,2025-07-06,18-23h,Vandalismo,Nublado,Não,18,14,9,4
SCIA/Estrutural,2025-07-12,00-06h,Furto,Nublado,Não,3,10,64,6
Fercal,2025-07-13,00-06h,Roubo,Céu limpo,Não,2,7,21,8
Asa Norte,2025-07-13,00-06h,Todos,Céu limpo,Não,8,2,25,4
São Sebastião,2025-07-10,00-06h,Todos,Chuva,Sim,30,7,28,8
Lago Norte,2025-07-03,18-23h,Vandalismo,Nublado,Sim,13,5,56,4
Jardim Botânico,2025-07-06,06-12h,Vandalismo,Nublado,Não,6,10,32,5
Park Way,2025-07-01,00-06h,Todos,Chuva,Sim,23,1,38,9
Sol Nascente/Pôr do Sol,2025-06-29,00-06h,Roubo,Céu limpo,Não,0,5,68,10
Brazlândia,2025-07-01,12-18h,Furto,Chuva,Sim,4,7,71,10
Taguatinga,2025-07-10,12-18h,Todos,Chuva,Sim,10,11,35,1
Asa Norte,2025-06-29,12-18h,Todos,Céu limpo,Não,5,6,13,5
SIA,2025-07-13,06-12h,Furto,Céu limpo,Não,0,1,12,7
Santa Maria,2025-07-12,00-06h,Furto,Céu limpo,Sim,2,9,73,8
Riacho Fundo II,2025-07-06,18-23h,Roubo,Chuva,Não,2,15,61,1
SIA,2025-06-25,00-06h,Furto,Chuva,Não,24,6,79,1
Núcleo Bandeirante,2025-07-12,18-23h,Todos,Chuva,Não,28,4,74,8
Guará,2025-07-20,12-18h,Furto,Nublado,Sim,28,14,1,9
São Sebastião,2025-07-05,00-06h,Vandalismo,Nublado,Sim,18,0,88,7
Cruzeiro,2025-07-02,06-12h,Furto,Nublado,Não,1,5,31,5
Samambaia,2025-07-08,00-06h,Todos,Chuva,Sim,7,15,94,8
SCIA/Estrutural,2025-06-21,06-12h,Furto,Céu limpo,Não,11,0,10,0
Samambaia,2025-06-29,00-06h,Roubo,Céu limpo,Não,18,0,91,3
Riacho Fundo,2025-07-12,00-06h,Todos,Céu limpo,Sim,4,4,41,3
SCIA/Estrutural,2025-06-22,06-12h,Vandalismo,Nublado,Não,12,7,21,1
Gama,2025-06-21,12-18h,Vandalismo,Céu limpo,Sim,10,4,51,10
Park Way,2025-06-23,00-06h,Todos,Chuva,Sim,18,2,91,6
Jardim Botânico,2025-06-27,12-18h,Todos,Nublado,Não,5,8,82,1
Arniqueira,2025-06-27,00-06h,Vandalismo,Nublado,Sim,2,2,24,0
Águas Claras,2025-06-26,06-12h,Furto,Nublado,Não,9,11,25,6
Asa Sul,2025-07-09,12-18h,Vandalismo,Céu limpo,Não,1,2,73,10
Ceilândia,2025-06-24,18-23h,Vandalismo,Céu limpo,Sim,25,1,66,5
Taguatinga,2025-07-17,18-23h,Roubo,Nublado,Não,26,1,79,2
Ceilândia,2025-07-18,00-06h,Vandalismo,Nublado,Não,23,0,54,5
Sudoeste/Octogonal,2025-07-21,18-23h,Todos,Céu limpo,Não,8,15,61,3
Planaltina,2025-07-12,00-06h,Furto,Chuva,Sim,27,5,67,5
Plano Piloto,2025-07-20,00-06h,Todos,Chuva,Sim,0,14,71,2
Riacho Fundo,2025-06-21,06-12h,Furto,Chuva,Não,17,2,69,9
Sobradinho,2025-06-26,00-06h,Furto,Céu limpo,Sim,18,7,12,1
Gama,2025-07-16,12-18h,Vandalismo,Chuva,Não,30,2,36,4
Vicente Pires,2025-06-23,12-18h,Vandalismo,Céu limpo,Sim,20,2,9,0
Planaltina,2025-07-10,00-06h,Furto,Chuva,Sim,5,13,17,4
Plano Piloto,2025-06-21,00-06h,Furto,Chuva,Não,27,13,90,9
Plano Piloto,2025-06-24,06-12h,Roubo,Céu limpo,Não,24,7,89,8
Núcleo Bandeirante,2025-07-07,06-12h,Todos,Chuva,Sim,28,13,12,6
Núcleo Bandeirante,2025-06-26,12-18h,Furto,Nublado,Não,21,15,6,2
Ceilândia,2025-07-04,18-23h,Todos,Chuva,Sim,7,10,13,10
Recanto das Emas,2025-07-17,18-23h,Vandalismo,Chuva,Não,6,10,26,5
Sobradinho II,2025-07-01,18-23h,Roubo,Céu limpo,Não,20,7,75,9
Sudoeste/Octogonal,2025-06-23,18-23h,Roubo,Chuva,Não,25,12,32,5
Ceilândia,2025-06-22,00-06h,Roubo,Céu limpo,Não,22,12,5,0
Lago Norte,2025-06-30,18-23h,Roubo,Céu limpo,Não,23,10,46,5
Itapoã,2025-07-18,06-12h,Furto,Céu limpo,Não,5,13,8,10
Fercal,2025-07-04,00-06h,Vandalismo,Nublado,Sim,26,6,91,0
Brazlândia,2025-07-16,18-23h,Furto,Céu limpo,Não,22,13,71,10
Guará,2025-06-23,06-12h,Todos,Céu limpo,Não,7,13,45,0
Vicente Pires,2025-07-02,06-12h,Roubo,Chuva,Sim,28,11,42,9
Samambaia,2025-07-20,06-12h,Vandalismo,Nublado,Não,5,4,6,6
São Sebastião,2025-07-05,06-12h,Roubo,Céu limpo,Sim,13,9,13,10
Park Way,2025-07-02,12-18h,Furto,Céu limpo,Sim,24,3,89,4
Asa Norte,2025-07-18,00-06h,Roubo,Chuva,Sim,6,3,13,3
Lago Sul,2025-07-02,12-18h,Vandalismo,Nublado,Não,0,14,13,8
Park Way,2025-07-18,18-23h,Furto,Nublado,Sim,10,9,44,7
Varjão,2025-06-26,12-18h,Todos,Nublado,Sim,1,10,87,0
São Sebastião,2025-06-24,12-18h,Furto,Chuva,Não,29,9,67,0
SIA,2025-07-08,00-06h,Todos,Céu limpo,Sim,5,15,22,2
Cruzeiro,2025-07-04,00-06h,Vandalismo,Chuva,Não,6,9,51,2
Núcleo Bandeirante,2025-07-11,12-18h,Vandalismo,Céu limpo,Sim,13,8,17,4
Lago Norte,2025-07-13,12-18h,Furto,Chuva,Sim,14,9,0,8
Santa Maria,2025-07-11,18-23h,Furto,Céu limpo,Sim,29,15,6,4
Guará,2025-07-21,00-06h,Vandalismo,Chuva,Sim,5,3,30,8
Cruzeiro,2025-07-19,06-12h,Vandalismo,Céu limpo,Não,21,14,27,9
Guará,2025-07-19,12-18h,Furto,Chuva,Sim,20,4,12,6
São Sebastião,2025-06-28,18-23h,Todos,Nublado,Sim,27,13,13,5
São Sebastião,2025-06-21,06-12h,Furto,Céu limpo,Não,25,5,42,8
SIA,2025-07-21,00-06h,Furto,Céu limpo,Sim,19,15,38,1
Sobradinho II,2025-06-27,12-18h,Roubo,Chuva,Não,28,14,15,2
Park Way,2025-07-09,18-23h,Vandalismo,Nublado,Não,30,3,22,6
Águas Claras,2025-07-01,12-18h,Roubo,Chuva,Sim,26,10,27,3
Riacho Fundo II,2025-07-04,18-23h,Vandalismo,Nublado,Sim,0,12,95,0
Lago Sul,2025-07-07,00-06h,Roubo,Chuva,Sim,22,3,79,1
Brazlândia,2025-07-07,06-12h,Furto,Céu limpo,Não,12,12,17,4
Samambaia,2025-07-13,18-23h,Vandalismo,Nublado,Não,13,12,33,8
Águas Claras,2025-06-30,18-23h,Furto,Chuva,Não,13,11,18,7
Jardim Botânico,2025-06-26,06-12h,Vandalismo,Céu limpo,Não,5,9,65,10
Vicente Pires,2025-07-13,00-06h,Furto,Chuva,Sim,22,10,1,8
Jardim Botânico,2025-07-05,00-06h,Todos,Chuva,Sim,17,7,95,7
